number_affected,number,reviewed,company,production_system,short_description,start_date,end_date,class,location,time zone,justification,assignment_group,sys_tag
44,CHG0000027,Pending,CompanyB,TRUE,Change short desc Sprouts - Brussel,3/6/2021 6:19,4/2/2021 1:33,Network,America/New_York,America/New York,Change Justification: Mickey's Twice Upon a Christmas,@Database,
5,CHG0000028,Reviewed,CompanyB,FALSE,Change short desc Rhubarb,3/1/2021 18:08,5/22/2021 0:18,Network,America/New_York,America/New York,Change Justification: Dante's Inferno,@Database,
27,CHG0000029,Reviewed,Corporate,FALSE,Change short desc Tomato - Tricolor Cherry,3/12/2021 7:33,3/24/2021 3:23,Appliation,America/New_York,America/New York,Change Justification: Nightbreed,@Server,MAJOR
11,CHG0000030,Reviewed,CompanyB,FALSE,Change short desc Chocolate Bar - Smarties,5/17/2021 0:04,3/18/2021 22:27,Network,America/New_York,America/New York,Change Justification: Cheap Thrills,@Database,
16,CHG0000031,Pending,CompanyA,TRUE,Change short desc Coconut Milk - Unsweetened,4/22/2021 18:56,3/7/2021 1:38,Server,America/New_York,America/New York,Change Justification: Dumplings (Gaau ji),@Network,
22,CHG0000032,Pending,CompanyA,TRUE,"Change short desc Water, Tap",3/1/2021 10:05,4/26/2021 14:25,Server,America/New_York,America/New York,Change Justification: Gayby,@Network,
48,CHG0000033,Pending,Corporate,TRUE,Change short desc Kellogs Raisan Bran Bars,4/1/2021 17:40,5/16/2021 13:09,Appliation,America/New_York,America/New York,Change Justification: Chaos,@Server,MAJOR
25,CHG0000034,Reviewed,CompanyA,FALSE,Change short desc Quail - Jumbo,4/21/2021 15:52,4/30/2021 7:26,Server,America/New_York,America/New York,Change Justification: Come September,@Network,
12,CHG0000035,Pending,Corporate,TRUE,"Change short desc Pasta - Detalini, White, Fresh",4/15/2021 14:07,5/8/2021 7:31,Appliation,America/New_York,America/New York,Change Justification: Fading Gigolo,@Server,MAJOR
11,CHG0000036,Reviewed,CompanyB,FALSE,Change short desc Soup Knorr Chili With Beans,3/15/2021 7:47,4/20/2021 3:34,Network,America/New_York,America/New York,Change Justification: Backstairs (Hintertreppe),@Database,
46,CHG0000037,Pending,CompanyA,TRUE,Change short desc Tray - 12in Rnd Blk,5/27/2021 22:38,5/1/2021 15:23,Server,America/New_York,America/New York,"Change Justification: Big Hit, The",@Network,
11,CHG0000038,Reviewed,CompanyB,FALSE,Change short desc Raisin - Dark,4/11/2021 4:38,5/6/2021 4:54,Network,America/New_York,America/New York,"Change Justification: American Dream, An",@Database,
15,CHG0000039,Reviewed,Corporate,FALSE,Change short desc Arizona - Plum Green Tea,4/17/2021 18:26,4/20/2021 1:31,Appliation,America/New_York,America/New York,Change Justification: Lenny,@Server,MAJOR
32,CHG0000040,Pending,CompanyB,TRUE,Change short desc Leeks - Large,3/22/2021 15:55,4/22/2021 1:44,Network,America/New_York,America/New York,"Change Justification: Gentleman's Game, A",@Database,
28,CHG0000041,Pending,CompanyA,TRUE,"Change short desc Gin - Gilbeys London, Dry",3/21/2021 23:30,5/12/2021 12:45,Server,America/New_York,America/New York,Change Justification: Hit the Bank (Vabank),@Network,MAJOR
1,CHG0000042,Reviewed,CompanyA,FALSE,Change short desc Ecolab Silver Fusion,5/11/2021 8:14,4/21/2021 1:40,Server,America/New_York,America/New York,Change Justification: No Man of Her Own ,@Network,
34,CHG0000043,Pending,CompanyA,TRUE,"Change short desc Beef - Chuck, Boneless",5/26/2021 12:06,4/11/2021 0:12,Server,America/New_York,America/New York,Change Justification: Noises Off...,@Network,
29,CHG0000044,Reviewed,CompanyB,FALSE,Change short desc Dawn Professionl Pot And Pan,5/20/2021 0:06,5/2/2021 20:18,Network,America/New_York,America/New York,Change Justification: Fellini's Roma (Roma),@Database,
34,CHG0000045,Pending,CompanyA,TRUE,Change short desc Sauce - Mint,4/2/2021 5:43,3/3/2021 3:45,Server,America/New_York,America/New York,Change Justification: Top Hat,@Network,
11,CHG0000046,Reviewed,CompanyB,FALSE,"Change short desc Lamb - Leg, Diced",3/23/2021 19:09,4/12/2021 2:32,Network,America/New_York,America/New York,Change Justification: Roman de gare,@Database,
32,CHG0000047,Pending,CompanyB,TRUE,Change short desc Veal - Insides Provini,5/30/2021 10:40,5/28/2021 8:52,Network,America/New_York,America/New York,Change Justification: Informant,@Database,
30,CHG0000048,Pending,Corporate,TRUE,Change short desc Cookie Choc,3/10/2021 20:57,4/4/2021 2:35,Appliation,America/New_York,America/New York,Change Justification: Before and After,@Server,MAJOR
32,CHG0000049,Pending,CompanyB,TRUE,"Change short desc Mushroom - Trumpet, Dry",5/24/2021 10:03,4/18/2021 1:27,Network,America/New_York,America/New York,Change Justification: Maskerade,@Database,
7,CHG0000050,Reviewed,CompanyA,FALSE,Change short desc Sobe - Lizard Fuel,4/20/2021 11:58,3/6/2021 3:08,Server,America/New_York,America/New York,"Change Justification: SpongeBob Movie: Sponge Out of Water, The",@Network,
37,CHG0000051,Reviewed,CompanyA,FALSE,"Change short desc Rum - Spiced, Captain Morgan",5/2/2021 6:50,5/27/2021 18:23,Server,America/New_York,America/New York,Change Justification: A Night for Dying Tigers,@Network,
40,CHG0000052,Pending,CompanyA,TRUE,Change short desc Sauce Tomato Pouch,4/18/2021 16:15,4/20/2021 21:30,Server,America/New_York,America/New York,"Change Justification: Court Jester, The",@Network,
41,CHG0000053,Reviewed,CompanyB,FALSE,"Change short desc Cheese - Cheddar, Medium",5/1/2021 8:11,5/15/2021 13:33,Network,America/New_York,America/New York,"Change Justification: Time for Killing, A",@Database,
31,CHG0000054,Reviewed,CompanyA,FALSE,"Change short desc Bag - Bread, White, Plain",5/7/2021 9:26,4/22/2021 11:43,Server,America/New_York,America/New York,"Change Justification: Mahabharata, The",@Network,
25,CHG0000055,Reviewed,CompanyA,FALSE,Change short desc Veal - Loin,4/7/2021 22:03,5/27/2021 20:39,Server,America/New_York,America/New York,Change Justification: Panda! Go Panda! Rainy Day Circus,@Network,
50,CHG0000056,Pending,CompanyB,TRUE,Change short desc Wine - Casablanca Valley,4/26/2021 15:50,4/11/2021 18:16,Network,America/New_York,America/New York,Change Justification: Train of Shadows (Tren de sombras),@Database,
44,CHG0000057,Pending,CompanyB,TRUE,Change short desc Pork - Shoulder,5/12/2021 8:22,5/30/2021 4:58,Network,America/New_York,America/New York,Change Justification: Law and Order,@Database,
7,CHG0000058,Reviewed,CompanyA,FALSE,"Change short desc Placemat - Scallop, White",3/5/2021 0:59,4/19/2021 11:35,Server,America/New_York,America/New York,Change Justification: Map of the Human Heart,@Network,
20,CHG0000059,Pending,CompanyB,TRUE,Change short desc Bay Leaf,5/16/2021 20:31,3/26/2021 4:12,Network,America/New_York,America/New York,Change Justification: I Melt with You,@Database,
17,CHG0000060,Reviewed,CompanyB,FALSE,Change short desc Cream - 35%,3/23/2021 22:23,5/2/2021 19:34,Network,America/New_York,America/New York,Change Justification: Pope Joan (Die Päpstin),@Database,
40,CHG0000061,Pending,CompanyA,TRUE,Change short desc Kellogs Raisan Bran Bars,5/28/2021 15:49,3/19/2021 10:16,Server,America/New_York,America/New York,Change Justification: Mega Shark vs. Crocosaurus,@Network,
2,CHG0000062,Pending,CompanyB,TRUE,Change short desc Aromat Spice / Seasoning,5/6/2021 14:27,5/3/2021 2:09,Network,America/New_York,America/New York,Change Justification: The Last Word,@Database,
30,CHG0000063,Pending,Corporate,TRUE,Change short desc Soup - Campbells Chicken,4/13/2021 14:43,5/20/2021 13:33,Appliation,America/New_York,America/New York,Change Justification: I Dream Too Much,@Server,MAJOR
30,CHG0000064,Pending,Corporate,TRUE,Change short desc Pasta - Agnolotti - Butternut,3/1/2021 2:30,3/4/2021 16:29,Appliation,America/New_York,America/New York,Change Justification: Antiviral,@Server,MAJOR
43,CHG0000065,Reviewed,CompanyA,FALSE,Change short desc Foam Cup 6 Oz,3/14/2021 3:17,4/22/2021 3:51,Server,America/New_York,America/New York,Change Justification: Twentynine Palms,@Network,
30,CHG0000066,Pending,Corporate,TRUE,Change short desc Tuna - Salad Premix,5/19/2021 17:46,5/4/2021 9:46,Appliation,America/New_York,America/New York,"Change Justification: He Said, She Said",@Server,MAJOR
40,CHG0000067,Pending,CompanyA,TRUE,Change short desc Milk 2% 500 Ml,5/25/2021 4:43,3/16/2021 9:59,Server,America/New_York,America/New York,Change Justification: Asphalt Playground (La cité rose),@Network,
44,CHG0000068,Pending,CompanyB,TRUE,Change short desc Milk - Chocolate 500ml,5/21/2021 9:22,4/6/2021 0:41,Network,America/New_York,America/New York,Change Justification: Kinky Boots,@Database,
9,CHG0000069,Reviewed,Corporate,FALSE,Change short desc Pork - Caul Fat,5/29/2021 12:03,4/2/2021 13:55,Appliation,America/New_York,America/New York,Change Justification: W.C. Fields and Me,@Server,MAJOR
47,CHG0000070,Reviewed,CompanyB,FALSE,Change short desc Cabbage - Green,5/20/2021 6:01,5/30/2021 19:13,Network,America/New_York,America/New York,Change Justification: Ghost in the Shell Arise - Border 1: Ghost Pain,@Database,
48,CHG0000071,Pending,Corporate,TRUE,Change short desc Chicken - Bones,4/16/2021 16:56,3/1/2021 6:59,Appliation,America/New_York,America/New York,Change Justification: Andre,@Server,MAJOR
50,CHG0000072,Pending,CompanyB,TRUE,Change short desc Yoplait - Strawbrasp Peac,4/20/2021 2:38,4/6/2021 19:55,Network,America/New_York,America/New York,Change Justification: Direct Contact,@Database,
15,CHG0000073,Reviewed,Corporate,FALSE,Change short desc Pear - Packum,3/12/2021 4:23,3/11/2021 19:21,Appliation,America/New_York,America/New York,"Change Justification: Boxer, The",@Server,MAJOR
24,CHG0000074,Pending,Corporate,TRUE,Change short desc Venison - Denver Leg Boneless,3/2/2021 21:14,4/16/2021 16:46,Appliation,America/New_York,America/New York,Change Justification: Hamlet,@Server,MAJOR
49,CHG0000075,Reviewed,CompanyA,FALSE,"Change short desc Wine - White, Riesling, Henry Of",4/3/2021 8:40,3/5/2021 13:25,Server,America/New_York,America/New York,"Change Justification: Courage of the Eagles, The (Les aiguilles rouges)",@Network,
18,CHG0000076,Pending,Corporate,TRUE,Change short desc Mince Meat - Filling,4/12/2021 10:35,4/30/2021 1:49,Appliation,America/New_York,America/New York,"Change Justification: Young and the Dead, The",@Server,MAJOR
26,CHG0000077,Pending,CompanyB,TRUE,Change short desc Plastic Wrap,3/4/2021 21:25,3/22/2021 20:47,Network,America/New_York,America/New York,Change Justification: Kogel mogel,@Database,
18,CHG0000078,Pending,Corporate,TRUE,Change short desc Spice - Paprika,3/6/2021 13:03,4/15/2021 1:48,Appliation,America/New_York,America/New York,Change Justification: The Message,@Server,MAJOR
36,CHG0000079,Pending,Corporate,TRUE,"Change short desc Carrots - Mini, Stem On",5/20/2021 17:01,4/6/2021 5:42,Appliation,America/New_York,America/New York,Change Justification: Hot Pursuit,@Server,MAJOR
43,CHG0000080,Reviewed,CompanyA,FALSE,Change short desc Bread - Flat Bread,5/4/2021 8:19,4/25/2021 19:47,Server,America/New_York,America/New York,Change Justification: I'm So Excited (Los amantes pasajeros),@Network,
13,CHG0000081,Reviewed,CompanyA,FALSE,Change short desc Cheese - Roquefort Pappillon,3/20/2021 5:00,4/3/2021 12:06,Server,America/New_York,America/New York,Change Justification: Exodus (Cheut ai kup gei),@Network,
10,CHG0000082,Pending,CompanyA,TRUE,Change short desc Emulsifier,3/10/2021 3:33,5/8/2021 8:11,Server,America/New_York,America/New York,Change Justification: Sinners and Saints,@Network,
22,CHG0000083,Pending,CompanyA,TRUE,Change short desc Soup - Campbells Beef Stew,4/11/2021 9:50,5/10/2021 19:29,Server,America/New_York,America/New York,Change Justification: Total Recall,@Network,
27,CHG0000084,Reviewed,Corporate,FALSE,Change short desc Wine - Placido Pinot Grigo,3/20/2021 16:05,3/5/2021 16:44,Appliation,America/New_York,America/New York,Change Justification: I Walked with a Zombie,@Server,MAJOR
24,CHG0000085,Pending,Corporate,TRUE,Change short desc Goldschalger,3/26/2021 16:07,3/22/2021 11:44,Appliation,America/New_York,America/New York,Change Justification: Looking for Lenny ,@Server,MAJOR
4,CHG0000086,Pending,CompanyA,TRUE,"Change short desc Wine - Red, Mosaic Zweigelt",4/11/2021 6:42,3/24/2021 23:31,Server,America/New_York,America/New York,Change Justification: Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,@Network,
20,CHG0000087,Pending,CompanyB,TRUE,Change short desc Brandy Cherry - Mcguinness,5/22/2021 19:45,3/27/2021 10:55,Network,America/New_York,America/New York,Change Justification: Ask Me Anything,@Database,
49,CHG0000088,Reviewed,CompanyA,FALSE,Change short desc Chinese Foods - Thick Noodles,5/8/2021 18:56,4/16/2021 17:53,Server,America/New_York,America/New York,"Change Justification: Wake Up, Ron Burgundy",@Network,
1,CHG0000089,Reviewed,CompanyA,FALSE,Change short desc Chicken Breast Wing On,3/27/2021 22:22,4/8/2021 8:57,Server,America/New_York,America/New York,Change Justification: Applause,@Network,
21,CHG0000090,Reviewed,Corporate,FALSE,"Change short desc Fish - Halibut, Cold Smoked",5/7/2021 19:43,3/8/2021 0:57,Appliation,America/New_York,America/New York,"Change Justification: Face of Another, The (Tanin no kao)",@Server,MAJOR
31,CHG0000091,Reviewed,CompanyA,FALSE,Change short desc Bread - Pumpernickel,4/30/2021 18:21,3/25/2021 17:54,Server,America/New_York,America/New York,Change Justification: Clash by Night,@Network,
38,CHG0000092,Pending,CompanyB,TRUE,Change short desc Browning Caramel Glace,5/28/2021 8:22,3/18/2021 4:31,Network,America/New_York,America/New York,Change Justification: Twin Town,@Database,
21,CHG0000093,Reviewed,Corporate,FALSE,Change short desc Shortbread - Cookie Crumbs,3/4/2021 3:52,3/22/2021 18:42,Appliation,America/New_York,America/New York,"Change Justification: Long Ride Home, The",@Server,MAJOR
5,CHG0000094,Reviewed,CompanyB,FALSE,Change short desc Flour - Rye,3/8/2021 16:01,4/29/2021 6:24,Network,America/New_York,America/New York,Change Justification: From the Journals of Jean Seberg,@Database,
16,CHG0000095,Pending,CompanyA,TRUE,Change short desc Icecream - Dibs,3/5/2021 14:10,5/5/2021 16:37,Server,America/New_York,America/New York,Change Justification: Sidewalks of London (St. Martin's Lane),@Network,
21,CHG0000096,Reviewed,Corporate,FALSE,Change short desc Lime Cordial - Roses,5/7/2021 9:28,5/6/2021 9:41,Appliation,America/New_York,America/New York,Change Justification: Playing with Love (Puppy Love) (Maladolescenza),@Server,MAJOR
36,CHG0000097,Pending,Corporate,TRUE,"Change short desc Lemonade - Strawberry, 591 Ml",3/2/2021 19:25,5/23/2021 15:55,Appliation,America/New_York,America/New York,Change Justification: Instrument,@Server,MAJOR
8,CHG0000098,Pending,CompanyB,TRUE,Change short desc Oven Mitts - 15 Inch,5/29/2021 16:03,3/6/2021 14:51,Network,America/New_York,America/New York,Change Justification: Big Easy Express,@Database,
28,CHG0000099,Pending,CompanyA,TRUE,Change short desc Pepper - Red Bell,5/2/2021 10:22,3/4/2021 2:10,Server,America/New_York,America/New York,Change Justification: Keeping the Faith,@Network,
5,CHG00000100,Reviewed,CompanyB,FALSE,Change short desc Nantucket - Carrot Orange,4/26/2021 19:32,3/25/2021 4:23,Network,America/New_York,America/New York,Change Justification: DarkWolf,@Database,
39,CHG00000101,Reviewed,Corporate,FALSE,Change short desc Currants,5/3/2021 1:45,3/11/2021 0:00,Appliation,America/New_York,America/New York,Change Justification: Small Time,@Server,MAJOR
18,CHG00000102,Pending,Corporate,TRUE,"Change short desc Stock - Veal, Brown",5/22/2021 6:06,3/28/2021 4:04,Appliation,America/New_York,America/New York,Change Justification: It Happened to Jane,@Server,MAJOR
2,CHG00000103,Pending,CompanyB,TRUE,"Change short desc Salmon - Smoked, Sliced",4/3/2021 9:07,5/1/2021 4:40,Network,America/New_York,America/New York,Change Justification: Barry Munday,@Database,
6,CHG00000104,Pending,Corporate,TRUE,Change short desc Wine - Riesling Alsace Ac 2001,4/9/2021 17:00,4/6/2021 12:39,Appliation,America/New_York,America/New York,Change Justification: Alpha and Omega 3: The Great Wolf Games,@Server,MAJOR
4,CHG00000105,Pending,CompanyA,TRUE,Change short desc Magnotta Bel Paese Red,3/23/2021 20:55,5/23/2021 22:18,Server,America/New_York,America/New York,"Change Justification: Goddess, The (Shen nu)",@Network,
39,CHG00000106,Reviewed,Corporate,FALSE,Change short desc Bagel - Everything Presliced,5/18/2021 4:48,5/20/2021 22:22,Appliation,America/New_York,America/New York,"Change Justification: Blood of a Poet, The (Sang d'un poète, Le)",@Server,MAJOR
7,CHG00000107,Reviewed,CompanyA,FALSE,Change short desc Relish,4/12/2021 8:50,5/7/2021 20:08,Server,America/New_York,America/New York,Change Justification: Ice Poison,@Network,
44,CHG00000108,Pending,CompanyB,TRUE,Change short desc Cheese - Brick With Pepper,3/26/2021 7:16,4/2/2021 9:21,Network,America/New_York,America/New York,Change Justification: March of the Wooden Soldiers (a.k.a. Babes in Toyland),@Database,
3,CHG00000109,Reviewed,Corporate,FALSE,Change short desc Cheese - Parmesan Grated,5/30/2021 1:26,3/15/2021 22:04,Appliation,America/New_York,America/New York,Change Justification: Dr. Jekyll and Mr. Hyde,@Server,MAJOR
4,CHG00000110,Pending,CompanyA,TRUE,Change short desc Pea - Snow,4/24/2021 15:32,3/1/2021 0:46,Server,America/New_York,America/New York,Change Justification: Blackout,@Network,
1,CHG00000111,Reviewed,CompanyA,FALSE,Change short desc Soup - Campbells - Tomato,4/13/2021 3:46,3/21/2021 0:08,Server,America/New_York,America/New York,Change Justification: Monsieur Lazhar,@Network,MAJOR
12,CHG00000112,Pending,Corporate,TRUE,Change short desc Wine - Chianti Classico Riserva,5/16/2021 18:36,4/12/2021 20:15,Appliation,America/New_York,America/New York,Change Justification: That's Life,@Server,MAJOR
27,CHG00000113,Reviewed,Corporate,FALSE,Change short desc Carroway Seed,5/28/2021 12:37,4/15/2021 17:50,Appliation,America/New_York,America/New York,Change Justification: Life After Tomorrow,@Server,MAJOR
18,CHG00000114,Pending,Corporate,TRUE,"Change short desc Pasta - Penne Primavera, Single",5/20/2021 23:25,3/21/2021 8:14,Appliation,America/New_York,America/New York,Change Justification: National Lampoon's Cattle Call (Cattle Call),@Server,MAJOR
5,CHG00000115,Reviewed,CompanyB,FALSE,Change short desc Broom And Brush Rack Black,5/12/2021 18:15,5/12/2021 15:16,Network,America/New_York,America/New York,Change Justification: Benny's Video,@Database,
27,CHG00000116,Reviewed,Corporate,FALSE,Change short desc Raspberries - Fresh,5/17/2021 23:58,5/16/2021 2:49,Appliation,America/New_York,America/New York,Change Justification: Dance with the Devil (Perdita Durango),@Server,MAJOR
50,CHG00000117,Pending,CompanyB,TRUE,"Change short desc Veal - Tenderloin, Untrimmed",4/22/2021 2:21,4/27/2021 4:40,Network,America/New_York,America/New York,"Change Justification: Loss of Sexual Innocence, The",@Database,
8,CHG00000118,Pending,CompanyB,TRUE,Change short desc Petite Baguette,3/4/2021 20:31,4/30/2021 3:15,Network,America/New_York,America/New York,Change Justification: Married to It,@Database,
50,CHG00000119,Pending,CompanyB,TRUE,Change short desc V8 Splash Strawberry Banana,5/10/2021 3:39,4/13/2021 7:41,Network,America/New_York,America/New York,"Change Justification: Dirties, The",@Database,
30,CHG00000120,Pending,Corporate,TRUE,"Change short desc Red Snapper - Fillet, Skin On",4/18/2021 16:45,4/8/2021 9:56,Appliation,America/New_York,America/New York,Change Justification: Cut and Run (Inferno in diretta),@Server,MAJOR
27,CHG00000121,Reviewed,Corporate,FALSE,"Change short desc Soup - Knorr, Ministrone",4/1/2021 4:06,5/17/2021 1:42,Appliation,America/New_York,America/New York,Change Justification: First Comes Love,@Server,MAJOR
14,CHG00000122,Pending,CompanyB,TRUE,Change short desc Bread - Multigrain Oval,3/29/2021 4:17,4/15/2021 0:02,Network,America/New_York,America/New York,Change Justification: Le Mans,@Database,
45,CHG00000123,Reviewed,Corporate,FALSE,Change short desc Magnotta - Bel Paese White,5/24/2021 13:10,3/22/2021 20:38,Appliation,America/New_York,America/New York,Change Justification: Freaky Friday,@Server,MAJOR
32,CHG00000124,Pending,CompanyB,TRUE,Change short desc Kellogs All Bran Bars,5/20/2021 7:55,4/4/2021 23:30,Network,America/New_York,America/New York,"Change Justification: Host, The",@Database,
49,CHG00000125,Reviewed,CompanyA,FALSE,Change short desc Pie Shells 10,3/2/2021 19:01,4/5/2021 9:54,Server,America/New_York,America/New York,Change Justification: All Fall Down,@Network,
9,CHG00000126,Reviewed,Corporate,FALSE,Change short desc Syrup - Monin - Blue Curacao,4/23/2021 18:57,3/12/2021 20:50,Appliation,America/New_York,America/New York,Change Justification: Most Likely to Succeed,@Server,MAJOR
30,CHG00000127,Pending,Corporate,TRUE,Change short desc Pepper - Green,4/15/2021 21:02,4/11/2021 6:41,Appliation,America/New_York,America/New York,Change Justification: Heading South (Vers le sud),@Server,MAJOR
19,CHG00000128,Reviewed,CompanyA,FALSE,Change short desc Beef - Rib Eye Aaa,4/4/2021 19:24,3/16/2021 11:40,Server,America/New_York,America/New York,Change Justification: Shine a Light,@Network,
13,CHG00000129,Reviewed,CompanyA,FALSE,Change short desc Extract - Raspberry,3/26/2021 14:29,3/9/2021 17:25,Server,America/New_York,America/New York,Change Justification: Sachs' Disease (La maladie de Sachs),@Network,
45,CHG00000130,Reviewed,Corporate,FALSE,Change short desc Beer - Sleeman Fine Porter,4/14/2021 10:54,5/4/2021 9:29,Appliation,America/New_York,America/New York,Change Justification: Widows' Peak,@Server,MAJOR
29,CHG00000131,Reviewed,CompanyB,FALSE,Change short desc Bread - Malt,3/16/2021 11:48,3/28/2021 10:27,Network,America/New_York,America/New York,Change Justification: Montana,@Database,
40,CHG00000132,Pending,CompanyA,TRUE,"Change short desc Trout - Rainbow, Fresh",5/11/2021 10:41,5/30/2021 18:14,Server,America/New_York,America/New York,Change Justification: Dr. Akagi (Kanzo sensei),@Network,
24,CHG00000133,Pending,Corporate,TRUE,Change short desc Garbage Bags - Clear,3/24/2021 3:54,4/17/2021 13:53,Appliation,America/New_York,America/New York,Change Justification: Down by Law,@Server,MAJOR
48,CHG00000134,Pending,Corporate,TRUE,Change short desc Wine - Charddonnay Errazuriz,4/28/2021 14:17,3/13/2021 14:18,Appliation,America/New_York,America/New York,Change Justification: Lightning Strikes Twice,@Server,MAJOR
15,CHG00000135,Reviewed,Corporate,FALSE,"Change short desc Beef - Tenderlion, Center Cut",5/14/2021 17:55,4/11/2021 21:57,Appliation,America/New_York,America/New York,Change Justification: Ratatouille,@Server,MAJOR
