number_affected,number,reviewed,company,production_system,short_description,start_date,end_date,class,location,time zone,justification,assignment_group,sys_tag
45,CHG0000030,Reviewed,Corporate,FALSE,"Chanage short desc Bread - Roll, Canadian Dinner",3/6/2021 7:20,3/18/2021 7:23,Appliation,America/New_York,America/New York,Change Justification: Anton Chekhov's The Duel,@Server,MAJOR
4,CHG0000031,Pending,CompanyA,TRUE,Chanage short desc Plums - Red,3/9/2021 10:27,3/9/2021 13:33,Server,America/New_York,America/New York,Change Justification: David Cross: The Pride Is Back,@Network,
40,CHG0000032,Pending,CompanyA,TRUE,Chanage short desc Flounder - Fresh,3/7/2021 15:07,3/17/2021 21:26,Server,America/New_York,America/New York,Change Justification: Victor Sjöström: Ett porträtt,@Network,
12,CHG0000033,Pending,Corporate,TRUE,Chanage short desc Honey - Lavender,3/19/2021 11:09,3/9/2021 20:06,Appliation,America/New_York,America/New York,Change Justification: Dinotopia,@Server,MAJOR
1,CHG0000034,Reviewed,CompanyA,FALSE,Chanage short desc Cod - Fillets,3/8/2021 20:40,3/15/2021 11:49,Server,America/New_York,America/New York,"Change Justification: Gas, Food, Lodging",@Network,
8,CHG0000035,Pending,CompanyB,TRUE,Chanage short desc Veal Inside - Provimi,3/10/2021 5:52,3/16/2021 10:18,Network,America/New_York,America/New York,"Change Justification: Journey of August King, The",@Database,
9,CHG0000036,Reviewed,Corporate,FALSE,Chanage short desc Beer - Paulaner Hefeweisse,3/16/2021 23:53,3/12/2021 14:57,Appliation,America/New_York,America/New York,Change Justification: Song of the Thin Man,@Server,MAJOR
3,CHG0000037,Reviewed,Corporate,FALSE,Chanage short desc Beef - Top Sirloin,3/7/2021 7:26,3/16/2021 1:57,Appliation,America/New_York,America/New York,Change Justification: Evilspeak,@Server,MAJOR
41,CHG0000038,Reviewed,CompanyB,FALSE,Chanage short desc Sprouts - China Rose,3/8/2021 7:16,3/12/2021 21:55,Network,America/New_York,America/New York,Change Justification: Winchester '73,@Database,
27,CHG0000039,Reviewed,Corporate,FALSE,Chanage short desc Corn Kernels - Frozen,3/14/2021 9:57,3/18/2021 15:07,Appliation,America/New_York,America/New York,Change Justification: Beach Red,@Server,MAJOR
19,CHG0000040,Reviewed,CompanyA,FALSE,"Chanage short desc Shrimp, Dried, Small / Lb",3/9/2021 8:56,3/17/2021 23:09,Server,America/New_York,America/New York,Change Justification: Wing and a Prayer,@Network,
49,CHG0000041,Reviewed,CompanyA,FALSE,Chanage short desc Cheese - Comte,3/8/2021 7:46,3/14/2021 1:34,Server,America/New_York,America/New York,"Change Justification: Line, The (La linea)",@Network,
1,CHG0000042,Reviewed,CompanyA,FALSE,"Chanage short desc Beans - Fava, Canned",3/6/2021 4:10,3/19/2021 13:16,Server,America/New_York,America/New York,Change Justification: Cracks,@Network,
38,CHG0000043,Pending,CompanyB,TRUE,Chanage short desc Cookie Dough - Chunky,3/11/2021 18:17,3/18/2021 8:35,Network,America/New_York,America/New York,Change Justification: Clara's Heart,@Database,
23,CHG0000044,Reviewed,CompanyB,FALSE,Chanage short desc Vodka - Moskovskaya,3/14/2021 9:28,3/18/2021 13:44,Network,America/New_York,America/New York,Change Justification: Bill Maher... But I'm Not Wrong,@Database,
16,CHG0000045,Pending,CompanyA,TRUE,Chanage short desc Duck - Legs,3/17/2021 21:06,3/13/2021 21:07,Server,America/New_York,America/New York,Change Justification: Live!,@Network,
39,CHG0000046,Reviewed,Corporate,FALSE,Chanage short desc Sauce - Hoisin,3/17/2021 20:03,3/18/2021 22:15,Appliation,America/New_York,America/New York,Change Justification: Happily Ever After,@Server,MAJOR
11,CHG0000047,Reviewed,CompanyB,FALSE,Chanage short desc Bread - Italian Roll With Herbs,3/8/2021 13:30,3/16/2021 16:52,Network,America/New_York,America/New York,Change Justification: Trojan War,@Database,
1,CHG0000048,Reviewed,CompanyA,FALSE,Chanage short desc Flour - Pastry,3/19/2021 4:38,3/9/2021 13:37,Server,America/New_York,America/New York,Change Justification: Ichi,@Network,
27,CHG0000049,Reviewed,Corporate,FALSE,Chanage short desc Isomalt,3/6/2021 17:50,3/15/2021 4:40,Appliation,America/New_York,America/New York,"Change Justification: Woman Who Wasn't There, The",@Server,MAJOR
26,CHG0000050,Pending,CompanyB,TRUE,"Chanage short desc Tray - Foam, Square 4 - S",3/19/2021 18:02,3/9/2021 17:06,Network,America/New_York,America/New York,Change Justification: Miami Vice,@Database,
22,CHG0000051,Pending,CompanyA,TRUE,Chanage short desc Rappini - Andy Boy,3/14/2021 8:46,3/12/2021 8:58,Server,America/New_York,America/New York,Change Justification: Mr. Deeds,@Network,
46,CHG0000052,Pending,CompanyA,TRUE,Chanage short desc Muffin - Mix - Mango Sour Cherry,3/9/2021 13:28,3/13/2021 6:24,Server,America/New_York,America/New York,Change Justification: Brazilian Western (Faroeste Caboclo),@Network,
44,CHG0000053,Pending,CompanyB,TRUE,"Chanage short desc Veal - Chops, Split, Frenched",3/12/2021 18:49,3/9/2021 7:43,Network,America/New_York,America/New York,Change Justification: Patty Hearst,@Database,
33,CHG0000054,Reviewed,Corporate,FALSE,Chanage short desc Pastry - Apple Large,3/17/2021 19:12,3/15/2021 13:20,Appliation,America/New_York,America/New York,Change Justification: Ping Pong,@Server,MAJOR
36,CHG0000055,Pending,Corporate,TRUE,Chanage short desc Kellogs Raisan Bran Bars,3/14/2021 1:36,3/14/2021 20:28,Appliation,America/New_York,America/New York,Change Justification: Night of the Demons,@Server,MAJOR
24,CHG0000056,Pending,Corporate,TRUE,Chanage short desc Beer - Steamwhistle,3/13/2021 11:45,3/19/2021 4:06,Appliation,America/New_York,America/New York,"Change Justification: Next Best Thing, The",@Server,MAJOR
26,CHG0000057,Pending,CompanyB,TRUE,Chanage short desc Lettuce - Spring Mix,3/15/2021 11:19,3/19/2021 12:57,Network,America/New_York,America/New York,Change Justification: Podwórka,@Database,
41,CHG0000058,Reviewed,CompanyB,FALSE,Chanage short desc Wine - Touraine Azay - Le - Rideau,3/16/2021 19:29,3/15/2021 11:53,Network,America/New_York,America/New York,Change Justification: Leave,@Database,
39,CHG0000059,Reviewed,Corporate,FALSE,"Chanage short desc Lemonade - Natural, 591 Ml",3/10/2021 12:25,3/15/2021 15:02,Appliation,America/New_York,America/New York,Change Justification: B.U.S.T.E.D (Everybody Loves Sunshine) (Busted),@Server,MAJOR
43,CHG0000060,Reviewed,CompanyA,FALSE,Chanage short desc Soup - Boston Clam Chowder,3/13/2021 2:03,3/12/2021 23:20,Server,America/New_York,America/New York,Change Justification: Saving God,@Network,
33,CHG0000061,Reviewed,Corporate,FALSE,Chanage short desc Appetizer - Tarragon Chicken,3/15/2021 0:46,3/14/2021 17:52,Appliation,America/New_York,America/New York,Change Justification: Nemesis 2: Nebula,@Server,MAJOR
49,CHG0000062,Reviewed,CompanyA,FALSE,"Chanage short desc Jam - Blackberry, 20 Ml Jar",3/12/2021 20:40,3/19/2021 2:56,Server,America/New_York,America/New York,"Change Justification: Fury, The",@Network,
29,CHG0000063,Reviewed,CompanyB,FALSE,Chanage short desc Carbonated Water - Blackberry,3/13/2021 13:34,3/16/2021 16:53,Network,America/New_York,America/New York,Change Justification: Love Affair,@Database,
4,CHG0000064,Pending,CompanyA,TRUE,Chanage short desc Orange - Blood,3/6/2021 12:41,3/19/2021 7:19,Server,America/New_York,America/New York,Change Justification: Bubba Ho-tep,@Network,
46,CHG0000065,Pending,CompanyA,TRUE,Chanage short desc Nougat - Paste / Cream,3/11/2021 4:34,3/11/2021 23:06,Server,America/New_York,America/New York,Change Justification: Camouflage (Barwy ochronne),@Network,
34,CHG0000066,Pending,CompanyA,TRUE,Chanage short desc Mushroom - Chanterelle Frozen,3/11/2021 16:59,3/18/2021 15:20,Server,America/New_York,America/New York,"Change Justification: Wedding Gift, The",@Network,
31,CHG0000067,Reviewed,CompanyA,FALSE,Chanage short desc Lettuce - California Mix,3/11/2021 22:51,3/9/2021 19:33,Server,America/New_York,America/New York,Change Justification: Seven Days in Utopia,@Network,
22,CHG0000068,Pending,CompanyA,TRUE,Chanage short desc Energy Drink - Franks Original,3/10/2021 15:04,3/10/2021 3:35,Server,America/New_York,America/New York,Change Justification: Laputa: Castle in the Sky (Tenkû no shiro Rapyuta),@Network,
46,CHG0000069,Pending,CompanyA,TRUE,"Chanage short desc Pepper - Chipotle, Canned",3/8/2021 6:50,3/14/2021 19:35,Server,America/New_York,America/New York,Change Justification: 3 A.M.,@Network,
22,CHG0000070,Pending,CompanyA,TRUE,Chanage short desc Cauliflower,3/18/2021 2:21,3/12/2021 6:23,Server,America/New_York,America/New York,Change Justification: Husbands and Wives,@Network,
36,CHG0000071,Pending,Corporate,TRUE,"Chanage short desc Juice - Tomato, 48 Oz",3/15/2021 2:41,3/11/2021 9:29,Appliation,America/New_York,America/New York,Change Justification: Mo,@Server,MAJOR
48,CHG0000072,Pending,Corporate,TRUE,Chanage short desc Food Colouring - Green,3/13/2021 9:55,3/19/2021 9:39,Appliation,America/New_York,America/New York,Change Justification: Once in a Lifetime: The Extraordinary Story of the New York Cosmos,@Server,MAJOR
5,CHG0000073,Reviewed,CompanyB,FALSE,"Chanage short desc Lamb - Whole Head Off,nz",3/6/2021 17:12,3/12/2021 10:40,Network,America/New_York,America/New York,"Change Justification: Baader Meinhof Komplex, Der",@Database,
19,CHG0000074,Reviewed,CompanyA,FALSE,Chanage short desc Sugar - Fine,3/7/2021 13:46,3/13/2021 8:51,Server,America/New_York,America/New York,Change Justification: Shinjuku Incident (San suk si gin),@Network,
33,CHG0000075,Reviewed,Corporate,FALSE,"Chanage short desc Wine - White, Concha Y Toro",3/12/2021 20:58,3/16/2021 0:00,Appliation,America/New_York,America/New York,Change Justification: Dead Silent,@Server,MAJOR
2,CHG0000076,Pending,CompanyB,TRUE,Chanage short desc Wine - Two Oceans Cabernet,3/13/2021 1:56,3/14/2021 10:37,Network,America/New_York,America/New York,"Change Justification: Late August, Early September (Fin août, début septembre)",@Database,
4,CHG0000077,Pending,CompanyA,TRUE,Chanage short desc Coffee Cup 8oz 5338cd,3/16/2021 22:40,3/11/2021 17:27,Server,America/New_York,America/New York,Change Justification: Shanghai Calling,@Network,
1,CHG0000078,Reviewed,CompanyA,FALSE,Chanage short desc Radish - Pickled,3/17/2021 1:26,3/16/2021 15:51,Server,America/New_York,America/New York,Change Justification: Joy of Sex,@Network,
29,CHG0000079,Reviewed,CompanyB,FALSE,Chanage short desc Peppercorns - Green,3/6/2021 7:11,3/19/2021 1:26,Network,America/New_York,America/New York,Change Justification: Vivre sa vie: Film en douze tableaux (My Life to Live),@Database,
3,CHG0000080,Reviewed,Corporate,FALSE,Chanage short desc Lamb - Loin Chops,3/16/2021 2:30,3/17/2021 14:42,Appliation,America/New_York,America/New York,Change Justification: Dumbo,@Server,MAJOR
44,CHG0000081,Pending,CompanyB,TRUE,Chanage short desc Milk - Homo,3/19/2021 13:07,3/13/2021 21:21,Network,America/New_York,America/New York,Change Justification: Where the Heart Is,@Database,
20,CHG0000082,Pending,CompanyB,TRUE,"Chanage short desc Pork - Ham, Virginia",3/12/2021 21:36,3/15/2021 7:57,Network,America/New_York,America/New York,Change Justification: Gimme Shelter,@Database,
33,CHG0000083,Reviewed,Corporate,FALSE,Chanage short desc Bread - Pain Au Liat X12,3/10/2021 14:06,3/15/2021 20:19,Appliation,America/New_York,America/New York,Change Justification: Wing Chun,@Server,MAJOR
16,CHG0000084,Pending,CompanyA,TRUE,Chanage short desc Cinnamon - Stick,3/16/2021 22:12,3/19/2021 3:26,Server,America/New_York,America/New York,Change Justification: Village of the Damned,@Network,
32,CHG0000085,Pending,CompanyB,TRUE,Chanage short desc Asparagus - Frozen,3/11/2021 4:22,3/13/2021 2:28,Network,America/New_York,America/New York,Change Justification: Between Your Legs (Entre las piernas),@Database,
4,CHG0000086,Pending,CompanyA,TRUE,"Chanage short desc Pork - Tenderloin, Frozen",3/12/2021 21:53,3/10/2021 10:11,Server,America/New_York,America/New York,Change Justification: Venus & Fleur,@Network,
9,CHG0000087,Reviewed,Corporate,FALSE,Chanage short desc Bread - Rye,3/14/2021 5:12,3/9/2021 12:34,Appliation,America/New_York,America/New York,Change Justification: Harmagedon,@Server,MAJOR
33,CHG0000088,Reviewed,Corporate,FALSE,Chanage short desc Salmon - Canned,3/14/2021 18:43,3/18/2021 14:54,Appliation,America/New_York,America/New York,Change Justification: Where East Is East,@Server,MAJOR
45,CHG0000089,Reviewed,Corporate,FALSE,Chanage short desc Snails - Large Canned,3/18/2021 14:41,3/9/2021 11:11,Appliation,America/New_York,America/New York,Change Justification: My Name Is Bruce,@Server,MAJOR
26,CHG0000090,Pending,CompanyB,TRUE,Chanage short desc Ecolab Crystal Fusion,3/14/2021 20:04,3/10/2021 5:29,Network,America/New_York,America/New York,Change Justification: Afterburn,@Database,
46,CHG0000091,Pending,CompanyA,TRUE,Chanage short desc Cookie - Oreo 100x2,3/16/2021 22:36,3/14/2021 17:26,Server,America/New_York,America/New York,Change Justification: Poolboy: Drowning Out the Fury,@Network,
9,CHG0000092,Reviewed,Corporate,FALSE,Chanage short desc Galliano,3/7/2021 3:51,3/15/2021 5:59,Appliation,America/New_York,America/New York,"Change Justification: Nosferatu (Nosferatu, eine Symphonie des Grauens)",@Server,MAJOR
39,CHG0000093,Reviewed,Corporate,FALSE,"Chanage short desc Wine - White, Mosel Gold",3/8/2021 21:54,3/18/2021 12:37,Appliation,America/New_York,America/New York,Change Justification: Vengeance (Fuk sau),@Server,MAJOR
2,CHG0000094,Pending,CompanyB,TRUE,"Chanage short desc Wine - White, Mosel Gold",3/18/2021 14:34,3/15/2021 16:54,Network,America/New_York,America/New York,"Change Justification: Craft, The",@Database,
20,CHG0000095,Pending,CompanyB,TRUE,Chanage short desc Apple - Granny Smith,3/19/2021 6:55,3/12/2021 22:19,Network,America/New_York,America/New York,Change Justification: My Ain Folk,@Database,
37,CHG0000096,Reviewed,CompanyA,FALSE,Chanage short desc Scotch - Queen Anne,3/8/2021 22:43,3/12/2021 19:39,Server,America/New_York,America/New York,"Change Justification: Unknown Soldier, The (Tuntematon sotilas)",@Network,
26,CHG0000097,Pending,CompanyB,TRUE,"Chanage short desc Pepper - White, Whole",3/19/2021 0:32,3/17/2021 22:01,Network,America/New_York,America/New York,Change Justification: When Marnie Was There,@Database,
25,CHG0000098,Reviewed,CompanyA,FALSE,Chanage short desc Honey - Liquid,3/8/2021 15:22,3/14/2021 8:42,Server,America/New_York,America/New York,Change Justification: Harry and Walter Go to New York,@Network,
42,CHG0000099,Pending,Corporate,TRUE,Chanage short desc Muffin Mix - Lemon Cranberry,3/8/2021 4:12,3/13/2021 14:49,Appliation,America/New_York,America/New York,Change Justification: Palookaville,@Server,MAJOR
11,CHG00000100,Reviewed,CompanyB,FALSE,Chanage short desc Puree - Pear,3/16/2021 4:15,3/19/2021 10:47,Network,America/New_York,America/New York,"Change Justification: Pagemaster, The",@Database,
25,CHG00000101,Reviewed,CompanyA,FALSE,"Chanage short desc Pepper - Chipotle, Canned",3/6/2021 18:26,3/12/2021 5:47,Server,America/New_York,America/New York,Change Justification: Halloween II,@Network,
45,CHG00000102,Reviewed,Corporate,FALSE,Chanage short desc Wine - Ice Wine,3/10/2021 16:24,3/11/2021 0:57,Appliation,America/New_York,America/New York,Change Justification: Alien Nation: The Udara Legacy,@Server,MAJOR
33,CHG00000103,Reviewed,Corporate,FALSE,Chanage short desc Flour - Bread,3/15/2021 23:12,3/12/2021 11:27,Appliation,America/New_York,America/New York,Change Justification: Late Bloomers,@Server,MAJOR
17,CHG00000104,Reviewed,CompanyB,FALSE,Chanage short desc Bagel - Whole White Sesame,3/12/2021 8:51,3/9/2021 7:42,Network,America/New_York,America/New York,Change Justification: Ferocious,@Database,
25,CHG00000105,Reviewed,CompanyA,FALSE,Chanage short desc Corn - Mini,3/14/2021 3:17,3/19/2021 8:17,Server,America/New_York,America/New York,Change Justification: Mac & Devin Go to High School,@Network,
17,CHG00000106,Reviewed,CompanyB,FALSE,"Chanage short desc Pepper - Red, Finger Hot",3/18/2021 1:22,3/17/2021 2:18,Network,America/New_York,America/New York,"Change Justification: Wackiest Ship in the Army, The",@Database,
46,CHG00000107,Pending,CompanyA,TRUE,Chanage short desc Mahi Mahi,3/7/2021 10:21,3/10/2021 22:37,Server,America/New_York,America/New York,Change Justification: Robin Hood,@Network,
9,CHG00000108,Reviewed,Corporate,FALSE,Chanage short desc Oil - Peanut,3/17/2021 11:56,3/14/2021 7:05,Appliation,America/New_York,America/New York,Change Justification: Into the Woods,@Server,MAJOR
45,CHG00000109,Reviewed,Corporate,FALSE,Chanage short desc Flower - Leather Leaf Fern,3/15/2021 21:54,3/10/2021 6:20,Appliation,America/New_York,America/New York,"Change Justification: Life and Times of Allen Ginsberg, The",@Server,MAJOR
3,CHG00000110,Reviewed,Corporate,FALSE,Chanage short desc Wine - Vidal Icewine Magnotta,3/16/2021 17:11,3/15/2021 11:31,Appliation,America/New_York,America/New York,Change Justification: Last of the Red Hot Lovers,@Server,MAJOR
30,CHG00000111,Pending,Corporate,TRUE,"Chanage short desc Rum - Dark, Bacardi, Black",3/10/2021 6:27,3/10/2021 12:43,Appliation,America/New_York,America/New York,Change Justification: Angel in Cracow (Aniol w Krakowie),@Server,MAJOR
32,CHG00000112,Pending,CompanyB,TRUE,"Chanage short desc Vinegar - Balsamic, White",3/11/2021 18:00,3/16/2021 4:39,Network,America/New_York,America/New York,"Change Justification: Earth Dies Screaming, The",@Database,
19,CHG00000113,Reviewed,CompanyA,FALSE,Chanage short desc Five Alive Citrus,3/11/2021 10:16,3/13/2021 22:32,Server,America/New_York,America/New York,Change Justification: Badmaash Company,@Network,
49,CHG00000114,Reviewed,CompanyA,FALSE,Chanage short desc Flower - Carnations,3/6/2021 2:37,3/13/2021 4:15,Server,America/New_York,America/New York,"Change Justification: Loved One, The",@Network,
38,CHG00000115,Pending,CompanyB,TRUE,Chanage short desc Lobster - Canned Premium,3/7/2021 23:26,3/16/2021 5:27,Network,America/New_York,America/New York,Change Justification: Bronies: The Extremely Unexpected Adult Fans of My Little Pony,@Database,
13,CHG00000116,Reviewed,CompanyA,FALSE,Chanage short desc Table Cloth 81x81 White,3/14/2021 9:40,3/18/2021 14:30,Server,America/New_York,America/New York,Change Justification: Corto Maltese: Ballad of the Salt Sea (Corto Maltese - La ballade de la mer salée),@Network,
36,CHG00000117,Pending,Corporate,TRUE,Chanage short desc Latex Rubber Gloves Size 9,3/16/2021 15:07,3/17/2021 23:35,Appliation,America/New_York,America/New York,Change Justification: House III: The Horror Show,@Server,MAJOR
35,CHG00000118,Reviewed,CompanyB,FALSE,Chanage short desc Nutmeg - Ground,3/10/2021 23:57,3/18/2021 13:01,Network,America/New_York,America/New York,Change Justification: $9.99,@Database,
48,CHG00000119,Pending,Corporate,TRUE,Chanage short desc Blueberries,3/11/2021 4:17,3/16/2021 10:20,Appliation,America/New_York,America/New York,Change Justification: Defense of the Realm,@Server,MAJOR
18,CHG00000120,Pending,Corporate,TRUE,Chanage short desc Sprouts - Onion,3/7/2021 18:48,3/18/2021 20:16,Appliation,America/New_York,America/New York,Change Justification: A.K.A. Don Bonus,@Server,MAJOR
24,CHG00000121,Pending,Corporate,TRUE,"Chanage short desc Plate - Foam, Bread And Butter",3/14/2021 11:56,3/12/2021 15:35,Appliation,America/New_York,America/New York,Change Justification: She's So Lovely,@Server,MAJOR
46,CHG00000122,Pending,CompanyA,TRUE,"Chanage short desc Fish - Scallops, Cold Smoked",3/10/2021 17:36,3/17/2021 3:42,Server,America/New_York,America/New York,Change Justification: Halloween,@Network,
18,CHG00000123,Pending,Corporate,TRUE,Chanage short desc Apple - Royal Gala,3/17/2021 2:40,3/18/2021 15:48,Appliation,America/New_York,America/New York,Change Justification: Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),@Server,MAJOR
46,CHG00000124,Pending,CompanyA,TRUE,Chanage short desc Egg - Salad Premix,3/13/2021 1:08,3/18/2021 4:53,Server,America/New_York,America/New York,Change Justification: Bride of Chucky (Child's Play 4),@Network,
31,CHG00000125,Reviewed,CompanyA,FALSE,Chanage short desc Sage Derby,3/6/2021 11:14,3/19/2021 13:37,Server,America/New_York,America/New York,Change Justification: Out of the Fog,@Network,
26,CHG00000126,Pending,CompanyB,TRUE,"Chanage short desc Beef - Rib Roast, Capless",3/19/2021 2:00,3/15/2021 1:22,Network,America/New_York,America/New York,Change Justification: Slaves of New York,@Database,
22,CHG00000127,Pending,CompanyA,TRUE,Chanage short desc Soup Campbells Turkey Veg.,3/12/2021 23:17,3/11/2021 2:32,Server,America/New_York,America/New York,Change Justification: Revenge for Jolly!,@Network,
39,CHG00000128,Reviewed,Corporate,FALSE,Chanage short desc Cinnamon Rolls,3/18/2021 14:44,3/10/2021 21:01,Appliation,America/New_York,America/New York,Change Justification: Beeswax,@Server,MAJOR
24,CHG00000129,Pending,Corporate,TRUE,Chanage short desc Chervil - Fresh,3/15/2021 22:48,3/14/2021 9:02,Appliation,America/New_York,America/New York,Change Justification: All the Colors of the Dark,@Server,MAJOR
22,CHG00000130,Pending,CompanyA,TRUE,Chanage short desc Ice Cream - Chocolate,3/15/2021 17:33,3/10/2021 19:20,Server,America/New_York,America/New York,Change Justification: Not Here to Be Loved (Je ne suis pas là pour être aimé),@Network,
10,CHG00000131,Pending,CompanyA,TRUE,Chanage short desc Ecolab - Balanced Fusion,3/9/2021 1:56,3/16/2021 17:34,Server,America/New_York,America/New York,Change Justification: Vertical Limit,@Network,
