number_affected,number,reviewed,company,production_system,short_description,start_date,end_date,class,location,time zone,justification,assignment_group,sys_tag
18,CHG0000015,Pending,Corporate,TRUE,Chanage short desc Skirt - 29 Foot,3/19/2021 20:05,3/10/2021 14:50,Appliation,America/New_York,America/New York,Change Justification: Ju-on: The Grudge 2,@Server,MAJOR
28,CHG0000016,Pending,CompanyA,TRUE,"Chanage short desc Wine - Sherry Dry Sack, William",3/19/2021 23:40,5/4/2021 6:23,Server,America/New_York,America/New York,Change Justification: Two of a Kind,@Network,
4,CHG0000017,Pending,CompanyA,TRUE,Chanage short desc Kaffir Lime Leaves,3/19/2021 7:49,3/13/2021 20:54,Server,America/New_York,America/New York,Change Justification: Interrogation (Przesluchanie),@Network,
20,CHG0000018,Pending,CompanyB,TRUE,Chanage short desc Apricots - Dried,3/19/2021 15:24,3/20/2021 21:06,Network,America/New_York,America/New York,Change Justification: Girls! Girls! Girls!,@Database,
17,CHG0000019,Reviewed,CompanyB,FALSE,Chanage short desc Rice Paper,3/19/2021 10:42,4/13/2021 16:16,Network,America/New_York,America/New York,"Change Justification: Room with a View, A",@Database,
36,CHG0000020,Pending,Corporate,TRUE,Chanage short desc Mudslide,3/19/2021 19:47,4/21/2021 14:18,Appliation,America/New_York,America/New York,Change Justification: Original Sin,@Server,MAJOR
1,CHG0000021,Reviewed,CompanyA,FALSE,Chanage short desc Filo Dough,3/19/2021 17:31,4/30/2021 11:51,Server,America/New_York,America/New York,"Change Justification: Concorde: Airport '79, The",@Network,
28,CHG0000022,Pending,CompanyA,TRUE,Chanage short desc Bread - Assorted Rolls,3/19/2021 16:18,3/27/2021 11:01,Server,America/New_York,America/New York,Change Justification: Who Killed Vincent Chin?,@Network,
7,CHG0000023,Reviewed,CompanyA,FALSE,Chanage short desc Cheese - La Sauvagine,3/19/2021 11:58,4/17/2021 23:47,Server,America/New_York,America/New York,Change Justification: Dragon Seed,@Network,
33,CHG0000024,Reviewed,Corporate,FALSE,Chanage short desc Oil - Shortening - All - Purpose,3/19/2021 4:40,3/10/2021 3:55,Appliation,America/New_York,America/New York,Change Justification: Pizzas,@Server,MAJOR
16,CHG0000025,Pending,CompanyA,TRUE,"Chanage short desc Nut - Pecan, Pieces",3/19/2021 20:12,4/20/2021 6:39,Server,America/New_York,America/New York,"Change Justification: Sound of Thunder, A",@Network,
26,CHG0000026,Pending,CompanyB,TRUE,"Chanage short desc Asparagus - White, Canned",3/19/2021 19:31,4/21/2021 2:33,Network,America/New_York,America/New York,Change Justification: Future Cops (Chao ji xue xiao ba wang),@Database,
8,CHG0000027,Pending,CompanyB,TRUE,Chanage short desc Wine - Shiraz South Eastern,3/19/2021 4:21,4/8/2021 2:44,Network,America/New_York,America/New York,"Change Justification: True Story of Jesse James, The",@Database,
48,CHG0000028,Pending,Corporate,TRUE,Chanage short desc Cake - Cake Sheet Macaroon,3/19/2021 23:28,4/21/2021 23:15,Appliation,America/New_York,America/New York,Change Justification: Zu: Warriors from the Magic Mountain (Xin shu shan jian ke),@Server,MAJOR
30,CHG0000029,Pending,Corporate,TRUE,"Chanage short desc Plate - Foam, Bread And Butter",3/19/2021 13:11,4/19/2021 0:42,Appliation,America/New_York,America/New York,Change Justification: Pooh's Heffalump Movie,@Server,MAJOR
34,CHG0000030,Pending,CompanyA,TRUE,Chanage short desc Puree - Guava,3/19/2021 14:07,3/17/2021 20:06,Server,America/New_York,America/New York,Change Justification: Virtual Sexuality,@Network,
34,CHG0000031,Pending,CompanyA,TRUE,Chanage short desc Coffee Swiss Choc Almond,3/19/2021 23:18,4/13/2021 14:15,Server,America/New_York,America/New York,Change Justification: Game of Death II (a.k.a. Tower of Death) (Si wang ta),@Network,
47,CHG0000032,Reviewed,CompanyB,FALSE,Chanage short desc Lid Coffee Cup 8oz Blk,3/19/2021 21:29,5/21/2021 19:31,Network,America/New_York,America/New York,"Change Justification: Smell of Camphor, Fragrance of Jasmine (Booye kafoor, atre yas)",@Database,
30,CHG0000033,Pending,Corporate,TRUE,Chanage short desc Chips - Doritos,3/19/2021 22:34,5/28/2021 19:54,Appliation,America/New_York,America/New York,Change Justification: Love Me Tender,@Server,MAJOR
43,CHG0000034,Reviewed,CompanyA,FALSE,Chanage short desc Irish Cream - Butterscotch,3/19/2021 15:41,4/5/2021 12:07,Server,America/New_York,America/New York,Change Justification: In Bed (En la cama),@Network,
28,CHG0000035,Pending,CompanyA,TRUE,Chanage short desc Lobster - Cooked,3/19/2021 14:54,4/7/2021 22:37,Server,America/New_York,America/New York,Change Justification: Eastern Drift (Indigène d'Eurasie),@Network,
34,CHG0000036,Pending,CompanyA,TRUE,Chanage short desc Prunes - Pitted,3/19/2021 6:45,5/2/2021 21:36,Server,America/New_York,America/New York,Change Justification: Joy Ride,@Network,
32,CHG0000037,Pending,CompanyB,TRUE,"Chanage short desc Doilies - 12, Paper",3/19/2021 21:39,3/6/2021 3:37,Network,America/New_York,America/New York,Change Justification: Rosencrantz and Guildenstern Are Undead,@Database,
21,CHG0000038,Reviewed,Corporate,FALSE,"Chanage short desc Iced Tea - Lemon, 340ml",3/19/2021 9:11,3/25/2021 12:03,Appliation,America/New_York,America/New York,"Change Justification: Way Home, The (Jibeuro)",@Server,MAJOR
15,CHG0000039,Reviewed,Corporate,FALSE,Chanage short desc Capers - Pickled,3/19/2021 8:50,5/18/2021 0:25,Appliation,America/New_York,America/New York,Change Justification: Live Nude Girls,@Server,MAJOR
24,CHG0000040,Pending,Corporate,TRUE,"Chanage short desc Loaf Pan - 2 Lb, Foil",3/19/2021 3:44,3/3/2021 8:00,Appliation,America/New_York,America/New York,Change Justification: Carmen,@Server,MAJOR
