number_affected,number,reviewed,company,production_system,short_description,start_date,end_date,class,location,time zone,justification,assignment_group,sys_tag
32,CHG0000019,Pending,CompanyB,TRUE,"Change short desc Oil - Truffle, White",3/12/2021 15:17,3/12/2021 1:42,Network,America/New_York,America/New York,Change Justification: Charlie Chan in Egypt,@Database,
45,CHG0000020,Reviewed,Corporate,FALSE,Change short desc Truffle - Peelings,3/11/2021 17:43,3/10/2021 13:24,Appliation,America/New_York,America/New York,"Change Justification: Tale of Zatoichi Continues, The (Zoku Zatôichi monogatari) (Zatôichi 2)",@Server,MAJOR
21,CHG0000021,Reviewed,Corporate,FALSE,Change short desc Rabbit - Saddles,3/18/2021 22:45,3/17/2021 6:22,Appliation,America/New_York,America/New York,Change Justification: Sabrina,@Server,MAJOR
36,CHG0000022,Pending,Corporate,TRUE,Change short desc Phyllo Dough,3/19/2021 17:32,3/15/2021 6:43,Appliation,America/New_York,America/New York,"Change Justification: Deaths of Ian Stone, The",@Server,MAJOR
46,CHG0000023,Pending,CompanyA,TRUE,Change short desc Grenadine,3/15/2021 17:06,3/12/2021 12:14,Server,America/New_York,America/New York,Change Justification: Sunday,@Network,
7,CHG0000024,Reviewed,CompanyA,FALSE,"Change short desc Doilies - 7, Paper",3/16/2021 15:20,3/15/2021 6:25,Server,America/New_York,America/New York,Change Justification: Police Academy 3: Back in Training,@Network,
38,CHG0000025,Pending,CompanyB,TRUE,Change short desc Cheese - Comte,3/10/2021 1:25,3/18/2021 15:18,Network,America/New_York,America/New York,Change Justification: Red Heat,@Database,
34,CHG0000026,Pending,CompanyA,TRUE,Change short desc Wine - Magnotta - Cab Sauv,3/15/2021 5:42,3/11/2021 3:35,Server,America/New_York,America/New York,Change Justification: Genesis,@Network,
49,CHG0000027,Reviewed,CompanyA,FALSE,Change short desc Soup Campbells - Tomato Bisque,3/19/2021 5:43,3/11/2021 8:33,Server,America/New_York,America/New York,Change Justification: More American Graffiti,@Network,
29,CHG0000028,Reviewed,CompanyB,FALSE,Change short desc Wine - Blue Nun Qualitatswein,3/14/2021 3:55,3/18/2021 8:54,Network,America/New_York,America/New York,Change Justification: Shockproof,@Database,
9,CHG0000029,Reviewed,Corporate,FALSE,Change short desc Oyster - In Shell,3/11/2021 19:20,3/13/2021 8:26,Appliation,America/New_York,America/New York,"Change Justification: Night at the Roxbury, A",@Server,MAJOR
22,CHG0000030,Pending,CompanyA,TRUE,Change short desc Pimento - Canned,3/18/2021 18:33,3/18/2021 12:10,Server,America/New_York,America/New York,Change Justification: Must Read After My Death,@Network,
24,CHG0000031,Pending,Corporate,TRUE,"Change short desc Loaf Pan - 2 Lb, Foil",3/17/2021 2:14,3/13/2021 14:31,Appliation,America/New_York,America/New York,Change Justification: North & South,@Server,MAJOR
5,CHG0000032,Reviewed,CompanyB,FALSE,"Change short desc Soup - Campbells, Spinach Crm",3/12/2021 2:39,3/9/2021 18:47,Network,America/New_York,America/New York,Change Justification: Death in Brunswick,@Database,
29,CHG0000033,Reviewed,CompanyB,FALSE,Change short desc Bagel - Plain,3/18/2021 20:29,3/13/2021 14:26,Network,America/New_York,America/New York,"Change Justification: Blind Menace, The (Shiranui kengyô)",@Database,
4,CHG0000034,Pending,CompanyA,TRUE,Change short desc Snapple - Iced Tea Peach,3/16/2021 15:01,3/9/2021 13:49,Server,America/New_York,America/New York,Change Justification: Scarecrow,@Network,
18,CHG0000035,Pending,Corporate,TRUE,Change short desc Octopus,3/10/2021 4:25,3/18/2021 7:01,Appliation,America/New_York,America/New York,"Change Justification: Mist, The",@Server,MAJOR
32,CHG0000036,Pending,CompanyB,TRUE,Change short desc Flax Seed,3/15/2021 22:13,3/12/2021 17:50,Network,America/New_York,America/New York,Change Justification: Grandma's Boy,@Database,
30,CHG0000037,Pending,Corporate,TRUE,Change short desc Egg - Salad Premix,3/19/2021 9:26,3/18/2021 6:57,Appliation,America/New_York,America/New York,Change Justification: Alex and Emma,@Server,MAJOR
35,CHG0000038,Reviewed,CompanyB,FALSE,Change short desc Ice Cream Bar - Hagen Daz,3/15/2021 6:36,3/10/2021 7:15,Network,America/New_York,America/New York,Change Justification: Dot the I,@Database,
24,CHG0000039,Pending,Corporate,TRUE,Change short desc Energy Drink - Redbull 355ml,3/18/2021 22:23,3/9/2021 20:04,Appliation,America/New_York,America/New York,Change Justification: 33 Scenes from Life (33 sceny z zycia),@Server,MAJOR
22,CHG0000040,Pending,CompanyA,TRUE,Change short desc Compound - Passion Fruit,3/10/2021 10:58,3/16/2021 21:18,Server,America/New_York,America/New York,Change Justification: 100 Girls,@Network,
47,CHG0000041,Reviewed,CompanyB,FALSE,Change short desc Gelatine Leaves - Envelopes,3/10/2021 7:03,3/17/2021 19:09,Network,America/New_York,America/New York,Change Justification: Last Stand At Saber River,@Database,
27,CHG0000042,Reviewed,Corporate,FALSE,Change short desc Pickles - Gherkins,3/12/2021 4:30,3/12/2021 5:11,Appliation,America/New_York,America/New York,Change Justification: Lucky Break (a.k.a. Paperback Romance),@Server,MAJOR
36,CHG0000043,Pending,Corporate,TRUE,Change short desc Pastry - Lemon Danish - Mini,3/17/2021 16:31,3/15/2021 18:21,Appliation,America/New_York,America/New York,Change Justification: Die Hard 2,@Server,MAJOR
23,CHG0000044,Reviewed,CompanyB,FALSE,Change short desc Cheese - Brie,3/17/2021 0:47,3/13/2021 0:40,Network,America/New_York,America/New York,"Change Justification: Secret, A (Un secret)",@Database,
6,CHG0000045,Pending,Corporate,TRUE,Change short desc Instant Coffee,3/11/2021 22:32,3/17/2021 11:07,Appliation,America/New_York,America/New York,Change Justification: Escanaba in da Moonlight,@Server,MAJOR
32,CHG0000046,Pending,CompanyB,TRUE,Change short desc Cake - Pancake,3/13/2021 7:33,3/16/2021 2:23,Network,America/New_York,America/New York,Change Justification: Playground,@Database,
33,CHG0000047,Reviewed,Corporate,FALSE,Change short desc Appetiser - Bought,3/9/2021 6:57,3/14/2021 21:35,Appliation,America/New_York,America/New York,Change Justification: Brick,@Server,MAJOR
36,CHG0000048,Pending,Corporate,TRUE,Change short desc Cake - Box Window 10x10x2.5,3/10/2021 4:40,3/13/2021 8:03,Appliation,America/New_York,America/New York,Change Justification: Funny Lady,@Server,MAJOR
35,CHG0000049,Reviewed,CompanyB,FALSE,Change short desc Tomato Paste,3/19/2021 21:48,3/19/2021 4:00,Network,America/New_York,America/New York,Change Justification: Stardust Memories,@Database,
26,CHG0000050,Pending,CompanyB,TRUE,Change short desc Basil - Fresh,3/16/2021 23:31,3/16/2021 3:21,Network,America/New_York,America/New York,Change Justification: Dancing in September,@Database,
22,CHG0000051,Pending,CompanyA,TRUE,Change short desc Hipnotiq Liquor,3/18/2021 3:40,3/12/2021 23:53,Server,America/New_York,America/New York,"Change Justification: Beautiful Troublemaker, The (La belle noiseuse)",@Network,
44,CHG0000052,Pending,CompanyB,TRUE,Change short desc Goat - Whole Cut,3/10/2021 18:00,3/16/2021 14:25,Network,America/New_York,America/New York,"Change Justification: Manitou, The",@Database,
41,CHG0000053,Reviewed,CompanyB,FALSE,Change short desc Clams - Canned,3/16/2021 16:00,3/13/2021 23:47,Network,America/New_York,America/New York,"Change Justification: Jungo Goes Bananas: Jungo III (Jungledyret Hugo: Fræk, flabet og fri)",@Database,
9,CHG0000054,Reviewed,Corporate,FALSE,Change short desc Tuna - Bluefin,3/9/2021 5:39,3/12/2021 17:46,Appliation,America/New_York,America/New York,Change Justification: Snake in the Eagle's Shadow (Se ying diu sau),@Server,MAJOR
4,CHG0000055,Pending,CompanyA,TRUE,Change short desc Spinach - Spinach Leaf,3/18/2021 6:38,3/17/2021 22:08,Server,America/New_York,America/New York,Change Justification: Square Dance,@Network,
13,CHG0000056,Reviewed,CompanyA,FALSE,Change short desc Cheese - Comte,3/9/2021 19:57,3/16/2021 10:46,Server,America/New_York,America/New York,Change Justification: Rigoletto,@Network,
38,CHG0000057,Pending,CompanyB,TRUE,Change short desc Bonito Flakes - Toku Katsuo,3/14/2021 3:03,3/11/2021 0:19,Network,America/New_York,America/New York,Change Justification: Harry Potter and the Deathly Hallows: Part 1,@Database,
30,CHG0000058,Pending,Corporate,TRUE,Change short desc Mushrooms - Honey,3/9/2021 9:24,3/11/2021 10:54,Appliation,America/New_York,America/New York,"Change Justification: Two Women (Ciociara, La)",@Server,MAJOR
26,CHG0000059,Pending,CompanyB,TRUE,Change short desc Caviar - Salmon,3/15/2021 15:47,3/12/2021 7:37,Network,America/New_York,America/New York,"Change Justification: Cameraman's Revenge, The (Mest kinematograficheskogo operatora)",@Database,
7,CHG0000060,Reviewed,CompanyA,FALSE,Change short desc Wine - Rosso Del Veronese Igt,3/17/2021 16:23,3/18/2021 21:53,Server,America/New_York,America/New York,Change Justification: Vengo,@Network,
24,CHG0000061,Pending,Corporate,TRUE,Change short desc Wine - Rhine Riesling Wolf Blass,3/12/2021 22:42,3/11/2021 18:46,Appliation,America/New_York,America/New York,Change Justification: C.R.A.Z.Y.,@Server,MAJOR
3,CHG0000062,Reviewed,Corporate,FALSE,Change short desc Longos - Lasagna Veg,3/13/2021 6:43,3/19/2021 1:12,Appliation,America/New_York,America/New York,"Change Justification: Return of Django (Son of Django) (Figlio di Django, Il)",@Server,MAJOR
9,CHG0000063,Reviewed,Corporate,FALSE,Change short desc Pepper - Jalapeno,3/9/2021 5:12,3/17/2021 14:13,Appliation,America/New_York,America/New York,Change Justification: Who's Afraid of Virginia Woolf?,@Server,MAJOR
19,CHG0000064,Reviewed,CompanyA,FALSE,"Change short desc Veal - Inside, Choice",3/11/2021 5:31,3/18/2021 8:32,Server,America/New_York,America/New York,Change Justification: Babes on Broadway,@Network,
14,CHG0000065,Pending,CompanyB,TRUE,Change short desc Pepper Squash,3/18/2021 11:34,3/12/2021 18:28,Network,America/New_York,America/New York,Change Justification: We're No Angels,@Database,
39,CHG0000066,Reviewed,Corporate,FALSE,Change short desc Truffle - Whole Black Peeled,3/14/2021 20:30,3/18/2021 23:25,Appliation,America/New_York,America/New York,Change Justification: Flywheel,@Server,MAJOR
45,CHG0000067,Reviewed,Corporate,FALSE,Change short desc Grapefruit - Pink,3/19/2021 21:08,3/13/2021 12:59,Appliation,America/New_York,America/New York,Change Justification: Speak,@Server,MAJOR
48,CHG0000068,Pending,Corporate,TRUE,"Change short desc Artichoke - Hearts, Canned",3/11/2021 3:17,3/9/2021 13:24,Appliation,America/New_York,America/New York,"Change Justification: Die Bademeister – Weiber, saufen, Leben retten",@Server,MAJOR
42,CHG0000069,Pending,Corporate,TRUE,Change short desc Beef Striploin Aaa,3/18/2021 22:40,3/13/2021 22:51,Appliation,America/New_York,America/New York,"Change Justification: Rutles 2: Can't Buy Me Lunch, The",@Server,MAJOR
33,CHG0000070,Reviewed,Corporate,FALSE,Change short desc Cloves - Ground,3/10/2021 14:54,3/14/2021 13:56,Appliation,America/New_York,America/New York,Change Justification: Bloodbath at the House of Death,@Server,MAJOR
8,CHG0000071,Pending,CompanyB,TRUE,Change short desc Snapple - Iced Tea Peach,3/17/2021 22:36,3/16/2021 0:45,Network,America/New_York,America/New York,Change Justification: Mrs. Parker and the Vicious Circle,@Database,
1,CHG0000072,Reviewed,CompanyA,FALSE,Change short desc Whmis Spray Bottle Graduated,3/15/2021 4:33,3/19/2021 14:19,Server,America/New_York,America/New York,Change Justification: Tales That Witness Madness,@Network,
13,CHG0000073,Reviewed,CompanyA,FALSE,"Change short desc Coconut - Shredded, Unsweet",3/17/2021 6:33,3/18/2021 5:17,Server,America/New_York,America/New York,Change Justification: Crazy Mama,@Network,
14,CHG0000074,Pending,CompanyB,TRUE,Change short desc Bouq All Italian - Primerba,3/18/2021 15:19,3/14/2021 2:13,Network,America/New_York,America/New York,Change Justification: Flushed Away,@Database,
8,CHG0000075,Pending,CompanyB,TRUE,Change short desc Apples - Sliced / Wedge,3/12/2021 3:58,3/10/2021 20:20,Network,America/New_York,America/New York,Change Justification: From Beginning to End (Do Começo ao Fim),@Database,
43,CHG0000076,Reviewed,CompanyA,FALSE,Change short desc Arrowroot,3/13/2021 2:46,3/13/2021 11:13,Server,America/New_York,America/New York,Change Justification: Defiance,@Network,
2,CHG0000077,Pending,CompanyB,TRUE,"Change short desc Bread - Pullman, Sliced",3/16/2021 5:24,3/15/2021 1:13,Network,America/New_York,America/New York,"Change Justification: Flying Saucer, The",@Database,
37,CHG0000078,Reviewed,CompanyA,FALSE,Change short desc Urban Zen Drinks,3/12/2021 7:06,3/18/2021 11:07,Server,America/New_York,America/New York,Change Justification: Bridge to Terabithia,@Network,
9,CHG0000079,Reviewed,Corporate,FALSE,Change short desc Apples - Sliced / Wedge,3/14/2021 14:58,3/11/2021 22:26,Appliation,America/New_York,America/New York,Change Justification: Choke,@Server,MAJOR
9,CHG0000080,Reviewed,Corporate,FALSE,Change short desc Pastry - Baked Scones - Mini,3/13/2021 0:25,3/10/2021 9:49,Appliation,America/New_York,America/New York,Change Justification: Dark Habits (Entre tinieblas),@Server,MAJOR
50,CHG0000081,Pending,CompanyB,TRUE,"Change short desc Beets - Candy Cane, Organic",3/13/2021 8:55,3/14/2021 0:13,Network,America/New_York,America/New York,Change Justification: How the Grinch Stole Christmas!,@Database,
33,CHG0000082,Reviewed,Corporate,FALSE,Change short desc Muffin Hinge - 211n,3/9/2021 14:30,3/15/2021 0:50,Appliation,America/New_York,America/New York,"Change Justification: Bachelor, The",@Server,MAJOR
36,CHG0000083,Pending,Corporate,TRUE,Change short desc Appetizer - Southwestern,3/13/2021 2:39,3/19/2021 16:39,Appliation,America/New_York,America/New York,"Change Justification: Great McGinty, The",@Server,MAJOR
48,CHG0000084,Pending,Corporate,TRUE,Change short desc Chicken - Bones,3/11/2021 21:49,3/9/2021 1:38,Appliation,America/New_York,America/New York,"Change Justification: Scribbler, The",@Server,MAJOR
35,CHG0000085,Reviewed,CompanyB,FALSE,Change short desc Cake - Mini Potato Pancake,3/12/2021 21:27,3/10/2021 15:25,Network,America/New_York,America/New York,Change Justification: San Quentin,@Database,
13,CHG0000086,Reviewed,CompanyA,FALSE,Change short desc Ice Cream Bar - Hagen Daz,3/13/2021 5:36,3/9/2021 8:53,Server,America/New_York,America/New York,Change Justification: Kabluey,@Network,
43,CHG0000087,Reviewed,CompanyA,FALSE,Change short desc Cumin - Ground,3/10/2021 0:54,3/16/2021 14:25,Server,America/New_York,America/New York,Change Justification: Oxford Blues,@Network,
45,CHG0000088,Reviewed,Corporate,FALSE,Change short desc Cheese - Ermite Bleu,3/15/2021 13:35,3/10/2021 12:40,Appliation,America/New_York,America/New York,Change Justification: Flu Bird,@Server,MAJOR
31,CHG0000089,Reviewed,CompanyA,FALSE,Change short desc Lettuce - Arugula,3/18/2021 4:00,3/14/2021 12:44,Server,America/New_York,America/New York,Change Justification: Burning Palms,@Network,
4,CHG0000090,Pending,CompanyA,TRUE,Change short desc Food Colouring - Orange,3/17/2021 14:54,3/19/2021 4:19,Server,America/New_York,America/New York,Change Justification: Colpo in canna,@Network,
10,CHG0000091,Pending,CompanyA,TRUE,"Change short desc Cheese - Havarti, Salsa",3/11/2021 22:59,3/14/2021 13:25,Server,America/New_York,America/New York,Change Justification: Pennies from Heaven,@Network,
11,CHG0000092,Reviewed,CompanyB,FALSE,"Change short desc Extract - Vanilla,artificial",3/11/2021 18:07,3/13/2021 15:50,Network,America/New_York,America/New York,Change Justification: O,@Database,
34,CHG0000093,Pending,CompanyA,TRUE,Change short desc Cookies - Assorted,3/12/2021 17:49,3/17/2021 17:06,Server,America/New_York,America/New York,Change Justification: My Crazy Life (Mi vida loca),@Network,
32,CHG0000094,Pending,CompanyB,TRUE,"Change short desc Shrimp - 16/20, Iqf, Shell On",3/18/2021 6:02,3/12/2021 17:22,Network,America/New_York,America/New York,Change Justification: Bravo Two Zero ,@Database,
1,CHG0000095,Reviewed,CompanyA,FALSE,Change short desc V8 Pet,3/15/2021 18:20,3/11/2021 23:28,Server,America/New_York,America/New York,Change Justification: Ewoks: The Battle for Endor,@Network,
30,CHG0000096,Pending,Corporate,TRUE,Change short desc Muffin Mix - Carrot,3/15/2021 3:02,3/14/2021 12:45,Appliation,America/New_York,America/New York,Change Justification: Come and Get It,@Server,MAJOR
17,CHG0000097,Reviewed,CompanyB,FALSE,Change short desc Wine - Guy Sage Touraine,3/18/2021 20:04,3/11/2021 7:09,Network,America/New_York,America/New York,"Change Justification: Last Days of Pompeii, The (Gli ultimi giorni di Pompeii)",@Database,
17,CHG0000098,Reviewed,CompanyB,FALSE,Change short desc Ecolab Crystal Fusion,3/13/2021 20:05,3/18/2021 7:50,Network,America/New_York,America/New York,"Change Justification: Gorgeous Hussy, The",@Database,
1,CHG0000099,Reviewed,CompanyA,FALSE,Change short desc Soup - Boston Clam Chowder,3/19/2021 23:53,3/10/2021 23:32,Server,America/New_York,America/New York,Change Justification: Border Café,@Network,
16,CHG00000100,Pending,CompanyA,TRUE,Change short desc Cheese - Mix,3/9/2021 17:34,3/11/2021 12:34,Server,America/New_York,America/New York,Change Justification: Crossfire Trail (Louis L'Amour's 'Crossfire Trail'),@Network,
