number_affected,number,reviewed,company,production_system,short_description,start_date,end_date,class,location,time zone,justification,assignment_group,sys_tag
3,CHG0000066,Reviewed,Corporate,false,"Chanage short desc Vodka - Lemon, Absolut",2021-03-15 14:22:13,2021-02-09 23:35:23,Appliation,America/New_York,America/New York,"Change Justification: Seduction of Joe Tynan, The",@Server,MAJOR
15,CHG0000067,Reviewed,Corporate,false,Chanage short desc Cheese - Brick With Onion,2021-02-19 01:03:11,2021-02-23 20:16:52,Appliation,America/New_York,America/New York,Change Justification: Apocalypto,@Server,MAJOR
33,CHG0000068,Reviewed,Corporate,false,"Chanage short desc Beans - Navy, Dry",2021-03-26 15:22:28,2021-01-21 09:42:54,Appliation,America/New_York,America/New York,Change Justification: Mulan,@Server,MAJOR
3,CHG0000069,Reviewed,Corporate,false,Chanage short desc Turkey Leg With Drum And Thigh,2021-02-08 12:29:56,2021-03-29 03:51:35,Appliation,America/New_York,America/New York,Change Justification: Boiler Room,@Server,MAJOR
42,CHG0000070,Pending,Corporate,true,Chanage short desc Lamb Rack Frenched Australian,2021-03-18 22:55:38,2021-03-16 01:53:11,Appliation,America/New_York,America/New York,Change Justification: Lenny,@Server,MAJOR
32,CHG0000071,Pending,CompanyB,true,Chanage short desc Sausage - Liver,2021-04-13 13:38:44,2021-02-19 20:20:15,Network,America/New_York,America/New York,Change Justification: We Can Be Heroes,@Database,""
8,CHG0000072,Pending,CompanyB,true,Chanage short desc Peach - Fresh,2021-04-13 08:43:47,2021-02-07 03:27:44,Network,America/New_York,America/New York,"Change Justification: Tree, The",@Database,""
36,CHG0000073,Pending,Corporate,true,Chanage short desc Crab - Soft Shell,2021-02-11 08:25:38,2021-02-09 07:09:39,Appliation,America/New_York,America/New York,"Change Justification: Thousand Cuts, A",@Server,MAJOR
5,CHG0000074,Reviewed,CompanyB,false,Chanage short desc Tea - Green,2021-02-01 17:10:48,2021-03-16 09:06:32,Network,America/New_York,America/New York,Change Justification: Let's Kill Ward's Wife,@Database,""
16,CHG0000075,Pending,CompanyA,true,Chanage short desc Bagelers - Cinn / Brown,2021-01-28 12:17:52,2021-01-13 15:30:54,Server,America/New_York,America/New York,Change Justification: Stephanie Daley,@Network,""
36,CHG0000076,Pending,Corporate,true,"Chanage short desc Chilli Paste, Hot Sambal Oelek",2021-03-22 11:52:29,2021-03-23 22:48:00,Appliation,America/New_York,America/New York,"Change Justification: Crimson Pirate, The",@Server,MAJOR
14,CHG0000077,Pending,CompanyB,true,Chanage short desc Ice Cream - Chocolate,2021-03-11 16:23:14,2021-02-23 08:29:08,Network,America/New_York,America/New York,Change Justification: Cord (Hide and Seek),@Database,""
49,CHG0000078,Reviewed,CompanyA,false,"Chanage short desc Sugar - Sweet N Low, Individual",2021-03-12 01:38:23,2021-02-13 04:23:29,Server,America/New_York,America/New York,Change Justification: Sometimes They Come Back... for More,@Network,""
26,CHG0000079,Pending,CompanyB,true,"Chanage short desc Shrimp - Baby, Warm Water",2021-04-12 06:48:49,2021-04-10 21:29:20,Network,America/New_York,America/New York,Change Justification: Rock Star,@Database,""
31,CHG0000080,Reviewed,CompanyA,false,Chanage short desc Meldea Green Tea Liquor,2021-01-15 05:44:31,2021-03-01 07:28:59,Server,America/New_York,America/New York,Change Justification: 6 Days to Air: The Making of South Park,@Network,""
19,CHG0000081,Reviewed,CompanyA,false,Chanage short desc Cucumber - English,2021-02-08 22:53:23,2021-01-13 22:53:46,Server,America/New_York,America/New York,"Change Justification: Dead Pit, The",@Network,""
23,CHG0000082,Reviewed,CompanyB,false,"Chanage short desc Pork - Chop, Frenched",2021-02-02 18:28:33,2021-01-06 21:02:40,Network,America/New_York,America/New York,Change Justification: Kings of the Road (Im Lauf der Zeit),@Database,""
11,CHG0000083,Reviewed,CompanyB,false,"Chanage short desc Liqueur Banana, Ramazzotti",2021-04-08 09:28:02,2021-01-22 09:06:31,Network,America/New_York,America/New York,"Change Justification: Blackbeard, the Pirate",@Database,""
26,CHG0000084,Pending,CompanyB,true,Chanage short desc Oven Mitt - 13 Inch,2021-02-14 20:58:23,2021-01-29 08:41:51,Network,America/New_York,America/New York,Change Justification: 5x2,@Database,""
22,CHG0000085,Pending,CompanyA,true,Chanage short desc Butter Ripple - Phillips,2021-01-17 18:57:13,2021-03-30 10:04:29,Server,America/New_York,America/New York,"Change Justification: Last of England, The",@Network,""
42,CHG0000086,Pending,Corporate,true,Chanage short desc Salt And Pepper Mix - Black,2021-04-03 19:57:43,2021-01-05 21:47:45,Appliation,America/New_York,America/New York,"Change Justification: Moth Diaries, The",@Server,MAJOR
36,CHG0000087,Pending,Corporate,true,"Chanage short desc Doilies - 5, Paper",2021-03-11 15:16:28,2021-01-22 18:13:32,Appliation,America/New_York,America/New York,Change Justification: Divine Secrets of the Ya-Ya Sisterhood,@Server,MAJOR
47,CHG0000088,Reviewed,CompanyB,false,Chanage short desc Cookies - Amaretto,2021-03-19 20:26:40,2021-01-06 18:52:22,Network,America/New_York,America/New York,"Change Justification: Fidanzati, I (Fiances, The)",@Database,""
20,CHG0000089,Pending,CompanyB,true,Chanage short desc Chicken - Whole Fryers,2021-03-06 22:27:27,2021-04-05 22:43:10,Network,America/New_York,America/New York,Change Justification: Chizuko's Younger Sister (Futari),@Database,""
42,CHG0000090,Pending,Corporate,true,Chanage short desc Ham - Black Forest,2021-02-17 06:29:22,2021-01-04 04:35:25,Appliation,America/New_York,America/New York,Change Justification: Iris,@Server,MAJOR
12,CHG0000091,Pending,Corporate,true,"Chanage short desc Nut - Hazelnut, Whole",2021-03-25 03:29:35,2021-02-05 14:55:24,Appliation,America/New_York,America/New York,Change Justification: Beats Being Dead (Dreileben - Etwas Besseres als den Tod),@Server,MAJOR
34,CHG0000092,Pending,CompanyA,true,Chanage short desc Pastry - French Mini Assorted,2021-01-12 19:22:10,2021-03-23 11:34:37,Server,America/New_York,America/New York,Change Justification: Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,@Network,""
49,CHG0000093,Reviewed,CompanyA,false,Chanage short desc Sauce - Hp,2021-04-06 07:03:47,2021-02-11 07:44:15,Server,America/New_York,America/New York,Change Justification: Bury My Heart at Wounded Knee,@Network,""
37,CHG0000094,Reviewed,CompanyA,false,Chanage short desc Muffin Mix - Morning Glory,2021-03-03 02:11:35,2021-02-27 23:07:05,Server,America/New_York,America/New York,Change Justification: Star Trek III: The Search for Spock,@Network,""
50,CHG0000095,Pending,CompanyB,true,"Chanage short desc Wine - Red, Cooking",2021-03-15 22:03:09,2021-01-09 20:43:26,Network,America/New_York,America/New York,Change Justification: D-Day,@Database,""
27,CHG0000096,Reviewed,Corporate,false,Chanage short desc Veal - Leg,2021-04-06 14:30:07,2021-03-02 08:14:46,Appliation,America/New_York,America/New York,Change Justification: Lightning Strikes Twice,@Server,MAJOR
39,CHG0000097,Reviewed,Corporate,false,Chanage short desc Pasta - Fusili Tri - Coloured,2021-02-25 23:29:20,2021-04-08 03:56:22,Appliation,America/New_York,America/New York,Change Justification: Celine: Through the Eyes of the World,@Server,MAJOR
31,CHG0000098,Reviewed,CompanyA,false,Chanage short desc Apple - Northern Spy,2021-02-28 06:11:50,2021-02-10 11:01:05,Server,America/New_York,America/New York,Change Justification: Zatoichi the Outlaw (Zatôichi rôyaburi) (Zatôichi 16),@Network,""
49,CHG0000099,Reviewed,CompanyA,false,Chanage short desc Bread - Italian Sesame Poly,2021-01-28 17:47:48,2021-04-01 13:35:13,Server,America/New_York,America/New York,Change Justification: T-Rex: Back to the Cretaceous,@Network,""
3,CHG00000100,Reviewed,Corporate,false,Chanage short desc Cabbage Roll,2021-02-10 23:33:41,2021-02-11 16:40:24,Appliation,America/New_York,America/New York,"Change Justification: Killer Is Loose, The",@Server,MAJOR
26,CHG00000101,Pending,CompanyB,true,Chanage short desc Sesame Seed,2021-04-09 00:52:08,2021-01-28 03:40:58,Network,America/New_York,America/New York,"Change Justification: Thirteenth Floor, The",@Database,""
8,CHG00000102,Pending,CompanyB,true,Chanage short desc Chevril,2021-01-28 07:16:01,2021-04-02 23:57:02,Network,America/New_York,America/New York,Change Justification: The Righteous Thief,@Database,""
31,CHG00000103,Reviewed,CompanyA,false,Chanage short desc Dried Cranberries,2021-01-21 07:47:11,2021-03-03 15:03:59,Server,America/New_York,America/New York,Change Justification: God's Puzzle (Kamisama no pazuru),@Network,""
15,CHG00000104,Reviewed,Corporate,false,Chanage short desc Longos - Chicken Cordon Bleu,2021-01-10 02:15:20,2021-01-18 15:26:34,Appliation,America/New_York,America/New York,Change Justification: Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),@Server,MAJOR
5,CHG00000105,Reviewed,CompanyB,false,Chanage short desc Pail With Metal Handle 16l White,2021-03-02 23:35:16,2021-01-23 12:00:37,Network,America/New_York,America/New York,Change Justification: Life Without Dick,@Database,""
14,CHG00000106,Pending,CompanyB,true,Chanage short desc Cheese - Grana Padano,2021-01-29 05:48:28,2021-03-12 17:46:59,Network,America/New_York,America/New York,Change Justification: Hudson Hawk,@Database,""
31,CHG00000107,Reviewed,CompanyA,false,Chanage short desc Latex Rubber Gloves Size 9,2021-02-06 03:12:08,2021-02-16 06:09:35,Server,America/New_York,America/New York,Change Justification: Serena,@Network,""
2,CHG00000108,Pending,CompanyB,true,Chanage short desc Wine - Wyndham Estate Bin 777,2021-02-08 07:43:48,2021-03-17 08:12:25,Network,America/New_York,America/New York,Change Justification: Jack Brooks: Monster Slayer,@Database,""
33,CHG00000109,Reviewed,Corporate,false,Chanage short desc Soup - Chicken And Wild Rice,2021-01-13 23:01:27,2021-01-21 04:56:09,Appliation,America/New_York,America/New York,"Change Justification: Farewell to Arms, A",@Server,MAJOR
24,CHG00000110,Pending,Corporate,true,Chanage short desc Cookie Dough - Oatmeal Rasin,2021-01-05 16:00:56,2021-04-05 01:46:54,Appliation,America/New_York,America/New York,Change Justification: Jackass Presents: Bad Grandpa .5,@Server,MAJOR
33,CHG00000111,Reviewed,Corporate,false,Chanage short desc Green Scrubbie Pad H.duty,2021-03-16 19:22:38,2021-01-05 21:49:04,Appliation,America/New_York,America/New York,Change Justification: American Kickboxer (American Kickboxer 1),@Server,MAJOR
47,CHG00000112,Reviewed,CompanyB,false,Chanage short desc Soup Bowl Clear 8oz92008,2021-01-18 02:43:09,2021-02-12 08:36:23,Network,America/New_York,America/New York,Change Justification: The Floating Castle,@Database,""
11,CHG00000113,Reviewed,CompanyB,false,Chanage short desc Yeast Dry - Fermipan,2021-04-14 10:49:59,2021-01-13 11:18:00,Network,America/New_York,America/New York,Change Justification: Carried Away,@Database,""
10,CHG00000114,Pending,CompanyA,true,"Chanage short desc Pepsi - Diet, 355 Ml",2021-02-02 01:51:08,2021-01-17 16:47:13,Server,America/New_York,America/New York,Change Justification: Gigi,@Network,""
42,CHG00000115,Pending,Corporate,true,Chanage short desc Turkey - Oven Roast Breast,2021-02-19 11:05:38,2021-02-02 01:14:10,Appliation,America/New_York,America/New York,Change Justification: Wild Boys of the Road,@Server,MAJOR
40,CHG00000116,Pending,CompanyA,true,Chanage short desc Island Oasis - Strawberry,2021-01-10 05:19:52,2021-01-09 14:23:01,Server,America/New_York,America/New York,"Change Justification: Twilight Saga: Breaking Dawn - Part 2, The",@Network,""
12,CHG00000117,Pending,Corporate,true,Chanage short desc Flour Dark Rye,2021-02-18 20:09:06,2021-01-01 06:20:28,Appliation,America/New_York,America/New York,Change Justification: Action in the North Atlantic,@Server,MAJOR
36,CHG00000118,Pending,Corporate,true,Chanage short desc Ginger - Ground,2021-01-25 09:43:56,2021-03-26 15:07:11,Appliation,America/New_York,America/New York,Change Justification: Intruder in the Dust,@Server,MAJOR
10,CHG00000119,Pending,CompanyA,true,"Chanage short desc Beef - Tongue, Cooked",2021-03-30 05:35:44,2021-04-13 16:23:40,Server,America/New_York,America/New York,Change Justification: Executive Suite,@Network,""
29,CHG00000120,Reviewed,CompanyB,false,Chanage short desc Venison - Ground,2021-02-06 22:51:05,2021-02-19 04:29:45,Network,America/New_York,America/New York,Change Justification: Return from Witch Mountain,@Database,""
26,CHG00000121,Pending,CompanyB,true,Chanage short desc Cake - Box Window 10x10x2.5,2021-04-06 14:25:56,2021-02-11 01:30:28,Network,America/New_York,America/New York,Change Justification: Sexy Baby,@Database,""
49,CHG00000122,Reviewed,CompanyA,false,"Chanage short desc Pork - Tenderloin, Fresh",2021-03-30 05:31:27,2021-04-09 06:31:24,Server,America/New_York,America/New York,"Change Justification: U.S. vs. John Lennon, The",@Network,""
7,CHG00000123,Reviewed,CompanyA,false,Chanage short desc Sweet Pea Sprouts,2021-02-14 00:29:26,2021-02-03 16:09:27,Server,America/New_York,America/New York,Change Justification: Captain Ron,@Network,""
32,CHG00000124,Pending,CompanyB,true,Chanage short desc Chef Hat 25cm,2021-03-25 15:30:45,2021-02-18 20:50:30,Network,America/New_York,America/New York,Change Justification: 5x2,@Database,""
45,CHG00000125,Reviewed,Corporate,false,Chanage short desc Lamb - Shanks,2021-01-30 02:50:22,2021-01-19 18:11:26,Appliation,America/New_York,America/New York,Change Justification: Heir to an Execution,@Server,MAJOR
49,CHG00000126,Reviewed,CompanyA,false,Chanage short desc Tomatoes - Yellow Hot House,2021-01-28 02:27:54,2021-02-24 09:42:07,Server,America/New_York,America/New York,Change Justification: Play Time (a.k.a. Playtime),@Network,""
25,CHG00000127,Reviewed,CompanyA,false,"Chanage short desc Bread - Rolls, Rye",2021-04-13 04:11:01,2021-02-19 16:22:05,Server,America/New_York,America/New York,Change Justification: Exit Smiling,@Network,""
10,CHG00000128,Pending,CompanyA,true,Chanage short desc Appetizer - Seafood Assortment,2021-01-18 08:11:20,2021-02-19 23:42:45,Server,America/New_York,America/New York,Change Justification: Hostage,@Network,""
36,CHG00000129,Pending,Corporate,true,Chanage short desc Beer - Paulaner Hefeweisse,2021-02-17 04:30:53,2021-02-22 20:01:37,Appliation,America/New_York,America/New York,Change Justification: Grand Illusion (La grande illusion),@Server,MAJOR
